,Birth Place,Country League,Current Club,Date of Birth,Height,Name,Nat,Number,Pos,Previous Club,Unnamed: 0,Weight,Year
60,Pavullo nel Frignano,German,Bayern Munich,26-05-77,1.96,Luca Toni,ITA,9,F,Fiorentina,9,94,2008
61,Gliwice,German,Bayern Munich,04-06-85,1.82,Lukas  Podolski,GER,11,F,Köln,11,83,2008
62,Ipiranga,German,Bayern Munich,06-07-74,1.72,Zé  Roberto,BRA,15,M,Santos,15,72,2008
63,Munich,German,Bayern Munich,01-03-85,1.85,Andreas  Ottl,GER,16,M,None,16,77,2008
64,Maasbracht,German,Bayern Munich,22-04-77,1.87,Mark van Bommel,NED,17,M,Barcelona,17,85,2008
65,Opole,German,Bayern Munich,09-06-78,1.82,Miroslav  Klose,GER,18,F,Werder Bremen,18,81,2008
66,Carcarañá,German,Bayern Munich,19-06-85,1.82,José  Ernesto  Sosa,ARG,20,M,Estudiantes (LP),20,77,2008
67,Munich,German,Bayern Munich,11-11-83,1.7,Philipp  Lahm,GER,21,D,None,21,62,2008
68,Oldenburg,German,Bayern Munich,28-05-74,1.91,Hans-Jörg Butt,GER,22,G,Benfica,22,91,2008
69,Città Sant'Angelo,German,Bayern Munich,14-06-76,1.82,Massimo Oddo,ITA,23,D,Milan,23,76,2008
70,Neubrandenburg,German,Bayern Munich,02-05-80,1.94,Tim Borowski,GER,24,M,Werder Bremen,24,85,2008
71,Weilheim in Oberbayern,German,Bayern Munich,13-09-89,1.86,Thomas Müller,GER,25,M,None,25,74,2008
72,Munich,German,Bayern Munich,25-03-90,1.8,Mehmet Ekici,GER,26,M,None,26,70,2008
73,Munich,German,Bayern Munich,26-02-88,1.82,Deniz Yilmaz,GER,27,F,Ulm,27,79,2008
74,Memmingen,German,Bayern Munich,13-03-89,1.89,Holger Badstuber,GER,28,D,None,28,78,2008
75,Berlin,German,Bayern Munich,07-01-89,1.84,Björn Kopplin,GER,29,D,Union Berlin,29,81,2008
76,Munich,German,Bayern Munich,29-08-84,1.8,Christian Lell,GER,30,D,None,30,80,2008
77,Kolbermoor,German,Bayern Munich,01-08-84,1.83,Bastian  Schweinsteiger,GER,31,M,1860 Rosenheim,31,79,2008
78,Cruzeiro,German,Bayern Munich,13-10-89,1.87,Breno,BRA,33,D,São Paulo,33,83,2008
79,Kirchen (Sieg),German,Bayern Munich,22-07-88,1.85,Thomas Kraft,GER,35,G,None,35,78,2008
80,Munich,German,Bayern Munich,11-09-87,1.78,Stephan  Fürstner,GER,36,M,None,36,71,2008
81,Edmonton [CAN],German,VfL Bochum,25-09-83,1.93,Daniel Fernandes,POR,1,G,PAOK,1,99,2008
82,Malmö,German,VfL Bochum,31-03-80,1.8,Matias Concha,SWE,2,D,Djurgårdens IF,2,82,2008
83,Magdeburg,German,VfL Bochum,02-10-78,1.86,Marcel  Maltritz,GER,4,D,Hamburg,4,81,2008
84,Katowice,German,VfL Bochum,01-07-78,1.95,Christoph  Dabrowski,GER,5,M,Hannover 96,5,85,2008
85,Pitten,German,VfL Bochum,07-04-86,1.86,Christian Fuchs,AUT,6,D,Mattersburg,6,80,2008
86,Bytom,German,VfL Bochum,26-07-79,1.8,Paul Freier,GER,7,M,Bayer Leverkusen,7,79,2008
87,Preov,German,VfL Bochum,16-12-82,1.79,Stanislav  esták,SVK,9,F,MK ilina,9,72,2008
88,Yaoundé,German,VfL Bochum,20-02-78,1.75,Joël Epalle,CMR,10,F,Iraklis,10,80,2008
89,Gdynia,German,VfL Bochum,22-12-75,1.85,Marcin Mięciel,POL,11,F,PAOK,11,80,2008
90,Quilmes,German,VfL Bochum,06-07-74,1.91,Diego Klimowicz,ARG,14,F,Borussia Dortmund,14,90,2008
91,Wil,German,VfL Bochum,22-11-77,1.77,Daniel Imhof,CAN,15,M,St Gallen,15,77,2008
92,Tehran,German,VfL Bochum,21-07-76,1.82,Vahid  Hashemian,IRN,16,F,Hannover 96,16,78,2008
93,Ovacik,German,VfL Bochum,10-06-81,1.87,Sinan  Kaloğlu,TUR,17,F,Bursaspor,17,81,2008
94,Berlin,German,VfL Bochum,11-06-80,1.83,Oliver  Schröder,GER,18,M,Hertha Berlin,18,83,2008
95,Kaiserslautern,German,VfL Bochum,09-08-86,1.8,Dennis Grote,GER,19,M,None,19,71,2008
96,Kosovo,German,VfL Bochum,09-06-86,1.89,Mergim Mavraj,GER,20,D,Darmstadt,20,81,2008
97,Mulhouse,German,VfL Bochum,21-05-81,1.82,Marc Pfertzel,FRA,21,D,Livorno,21,75,2008
98,Benisidel,German,VfL Bochum,17-11-82,1.75,Mimoun  Azaouagh,GER,22,M,Schalke,22,63,2008
99,Numazu,German,VfL Bochum,27-09-79,1.75,Shinji Ono,JPN,23,M,Urawa Red Diamonds,23,74,2008
100,Erding,German,VfL Bochum,20-03-80,1.78,Phillip Bönig,GER,24,D,Duisburg,24,73,2008
101,Mulhouse,German,VfL Bochum,21-03-82,1.85,Anther Yahia,ALG,25,D,Nice,25,79,2008
102,Issyk,German,VfL Bochum,20-11-85,1.8,Heinrich Schmidtgal,GER,26,M,Verl,26,75,2008
103,Regensburg,German,VfL Bochum,16-05-86,1.86,Andreas Lengsfeld,GER,27,G,Jahn Regensburg,27,87,2008
104,Berlin,German,VfL Bochum,01-05-83,1.67,David Zajas,GER,28,M,None,28,63,2008
105,Velbert,German,VfL Bochum,20-02-86,1.73,Dilaver Güclü,TUR,29,M,Wuppertal,29,65,2008
106,Hagen,German,VfL Bochum,11-10-87,1.94,Patrick Fabian,GER,30,D,None,30,89,2008
107,Berlin,German,VfL Bochum,19-02-79,1.86,René  Renno,GER,31,G,RW Essen,31,78,2008
108,Kelheim,German,VfL Bochum,13-04-83,1.93,Philipp  Heerwagen,GER,32,G,Unterhaching,32,83,2008
109,,German,VfL Bochum,19-12-85,1.78,Jürgen Duah,GER,36,M,Wattenscheid,36,80,2008
110,,German,VfL Bochum,31-05-79,1.88,Sami El Nounou,GER,37,F,Westfalia Herne,37,88,2008
111,Berlin,German,VfL Bochum,06-08-85,1.83,Roman Prokoph,GER,38,F,St Pauli,38,74,2008
112,Bochum,German,VfL Bochum,23-09-91,1.94,Kevin Vogt,GER,40,M,None,40,80,2008
113,Dietz,German,Borussia Dortmund,06-08-80,1.88,Roman  Weidenfeller,GER,1,G,Kaiserslautern,1,85,2008
114,Hongcheon,German,Borussia Dortmund,23-04-77,1.76,Lee Young-Pyo,KOR,3,D,Tottenham H,3,66,2008
115,Banja Luka,German,Borussia Dortmund,10-12-88,1.93,Neven Subotić,SRB,4,D,Mainz,4,88,2008
116,Fulda,German,Borussia Dortmund,13-02-80,1.88,Sebastian  Kehl,GER,5,M,Freiburg,5,80,2008
117,Siegen,German,Borussia Dortmund,18-08-82,1.87,Florian Kringe,GER,6,M,Sportfreunde  Siegen,6,83,2008
118,Porto Alegre,German,Borussia Dortmund,13-01-78,1.7,Tinga,BRA,7,M,Internacional,7,65,2008
119,Caaguazú,German,Borussia Dortmund,28-11-83,1.78,Nelson Haedo  Valdez,PAR,9,F,Werder  Bremen,9,71,2008
120,Port Said,German,Borussia Dortmund,11-12-81,1.72,Mohamed  Zidan,EGY,10,F,Hamburg,10,71,2008
121,Basel,German,Borussia Dortmund,15-07-79,1.79,Alexander Frei,SUI,13,F,Rennes,13,73,2008
122,Bensberg,German,Borussia Dortmund,16-12-88,1.92,Mats  Hummels,GER,15,D,Bayern Munich,15,90,2008
123,Częstochowa,German,Borussia Dortmund,14-12-85,1.75,Jakub Błaszczykowski,POL,16,M,Wisła Kraków,16,71,2008
124,Belo Horizonte,German,Borussia Dortmund,18-04-78,1.76,Dedê,BRA,17,D,Atlético  Mineiro,17,69,2008
125,Blicskastel,German,Borussia Dortmund,13-06-76,1.92,Marc  Ziegler,GER,20,G,Saarbrücken,20,89,2008
126,Berlin,German,Borussia Dortmund,06-03-87,1.85,Kevin-Prince  Boateng,GHA,22,M,Tottenham H,22,86,2008
127,Lüdenscheid,German,Borussia Dortmund,05-09-88,1.8,Nuri Şahin,TUR,23,M,None,23,73,2008
128,Dortmund,German,Borussia Dortmund,16-01-85,1.92,Daniel Gordon,GER,24,M,Bochum,24,75,2008
129,Hamburg,German,Borussia Dortmund,05-11-79,1.87,Patrick  Owomoyela,GER,25,D,Werder Bremen,25,80,2008
130,Rio Claro,German,Borussia Dortmund,17-03-86,1.94,Felipe Santana,BRA,27,D,Figueirense,27,80,2008
131,Magdeburg,German,Borussia Dortmund,22-01-88,1.81,Marcel Schmelzer,GER,29,D,Magdeburg,29,74,2008
132,Esztergom,German,Borussia Dortmund,15-03-81,1.7,Tamás Hajnal,HUN,30,M,Karlsruhe,30,68,2008
133,Rietberg,German,Borussia Dortmund,09-01-86,1.88,Uwe Hünemeier,GER,32,D,None,32,79,2008
134,Augsburg,German,Borussia Dortmund,10-08-86,1.74,Bayram Sadrijaj,SRB,34,F,TSG Thannhausen,34,74,2008
135,Dortmund,German,Borussia Dortmund,19-03-87,1.78,Yasin Öztekin,TUR,36,M,None,36,64,2008
136,Katzhütte,German,Borussia Dortmund,19-09-86,1.87,Christopher Kullmann,GER,39,F,Magdeburg,39,82,2008
137,Slavonski Brod,German,Borussia Dortmund,04-10-85,1.84,Damir Vrančić,BIH,42,M,Mainz,41,77,2008
138,Unna,German,Borussia Mönchengladbach,01-08-81,1.94,Christofer  Heimeroth,GER,1,G,Schalke,1,91,2008
139,Bad Karlshafen,German,Borussia Mönchengladbach,06-11-84,1.9,Sebastian  Schachten,GER,2,M,Werder Bremen,2,82,2008
140,Turnhout,German,Borussia Mönchengladbach,31-10-78,1.81,Filip Daems,BEL,3,D,Gençlerbirliği,3,79,2008
141,Heerlen,German,Borussia Mönchengladbach,28-11-81,1.9,Roel Brouwers,NED,4,D,Paderborn,4,81,2008
142,Treichville,German,Borussia Mönchengladbach,08-02-81,1.88,Steve Gohouri,CIV,5,D,Young Boys,5,88,2008
143,Schleswig,German,Borussia Mönchengladbach,23-09-84,1.87,Jan-Ingwer  Callsen-Bracker,GER,6,D,Bayer Leverkusen,6,81,2008
144,Frýdek-Místek,German,Borussia Mönchengladbach,15-01-73,1.8,Tomá Galásek,CZE,8,M,Baník Ostrava,8,77,2008
145,Córdoba [ARG],German,Borussia Mönchengladbach,24-05-82,1.8,Roberto Colautti,ISR,9,F,Maccabi Haifa,9,78,2008
146,Gradika,German,Borussia Mönchengladbach,13-03-89,1.7,Marko Marin,GER,11,M,Eintracht Frankfurt,11,63,2008
147,Etobicoke,German,Borussia Mönchengladbach,18-10-77,1.81,Paul Stalteri,CAN,13,D,Tottenham H,13,77,2008
148,Wermelskirchen,German,Borussia Mönchengladbach,28-12-77,1.91,Thomas Kleine,GER,15,D,Hannover 96,15,82,2008
149,Rosetown,German,Borussia Mönchengladbach,23-01-81,1.95,Rob Friend,CAN,16,F,SC Heerenveen,16,94,2008
150,t Harde,German,Borussia Mönchengladbach,27-12-75,1.84,Patrick Paauwe,NED,17,D,Valenciennes,17,78,2008
151,Engelskirchen,German,Borussia Mönchengladbach,12-08-88,1.93,Frederic Löhe,GER,18,G,None,18,88,2008
152,Tel Aviv,German,Borussia Mönchengladbach,17-04-83,1.79,Gal Alberman,ISR,19,M,Beitar Jerusalem,19,72,2008
153,Tours,German,Borussia Mönchengladbach,30-09-77,1.76,Jean-Sébastien Jaurès,FRA,20,D,Auxerre,20,77,2008
154,St Tönis,German,Borussia Mönchengladbach,22-11-86,1.86,Tobias Levels,GER,22,D,None,22,81,2008
155,Lagos,German,Borussia Mönchengladbach,05-01-88,1.75,Moses Lamidi,GER,25,F,Alemannia Aachen,25,70,2008
156,Palatine,German,Borussia Mönchengladbach,31-07-87,1.85,Michael Bradley,USA,26,M,SC Heerenveen,26,82,2008
157,Locarno,German,Borussia Mönchengladbach,01-05-73,1.71,Oliver  Neuville,GER,27,F,Bayer  Leverkusen,27,67,2008
158,Viersen,German,Borussia Mönchengladbach,21-11-86,1.83,Johannes van  den Bergh,GER,28,M,None,28,75,2008
159,Datteln,German,Borussia Mönchengladbach,23-01-87,1.78,Alexander  Baumjohann,GER,29,M,Schalke,29,73,2008
160,Liège,German,Borussia Mönchengladbach,27-12-85,1.9,Logan Bailly,BEL,30,G,KRC Genk,30,85,2008
161,Salvador,German,Borussia Mönchengladbach,18-10-83,1.87,Dante,BRA,31,D,Standard Liège,31,82,2008
162,Mönchengladbach,German,Borussia Mönchengladbach,06-12-88,1.82,Christian Dorda,GER,32,D,None,32,75,2008
163,Neuss,German,Borussia Mönchengladbach,12-05-88,1.92,Tim Heubach,GER,33,D,None,33,75,2008
164,Hoyerswerda,German,Borussia Mönchengladbach,07-04-90,1.77,Tony Jantschke,GER,37,M,None,37,69,2008
165,Strasbourg,German,Borussia Mönchengladbach,25-06-85,1.8,Karim Matmour,ALG,40,F,Freiburg,40,67,2008
166,Mönchengladbach,German,Borussia Mönchengladbach,26-06-88,1.93,Oliver Stang,GER,41,D,None,41,88,2008
167,Erbach,German,Eintracht Frankfurt,25-05-74,1.88,Oka Nikolov,MKD,1,G,SV Darmstadt,1,86,2008
168,Frankfurt am  Main,German,Eintracht Frankfurt,14-05-84,1.79,Patrick Ochs,GER,2,D,Bayern Munich  (A),2,71,2008
169,Novi Sad,German,Eintracht Frankfurt,28-03-86,1.85,Nikola  Petković,SRB,3,D,Gençlerbirliği,3,78,2008
170,Gießen,German,Eintracht Frankfurt,04-07-81,1.81,Christoph  Preuß,GER,4,M,Bochum,4,72,2008
171,Skopje,German,Eintracht Frankfurt,27-11-79,1.82,Aleksandar Vasoski,MKD,5,D,Vardar Skopje,5,77,2008
172,Waiblingen,German,Eintracht Frankfurt,01-02-82,1.83,Michael Fink,GER,6,M,Arminia  Bielefeld,6,76,2008
173,Berlin,German,Eintracht Frankfurt,04-08-80,1.72,Benjamin Köhler,GER,7,M,RW Essen,7,66,2008
174,Hamburg,German,Eintracht Frankfurt,12-08-79,1.82,Zlatan Bajramović,BIH,8,M,Schalke,8,79,2008
175,Yaoundé,German,Eintracht Frankfurt,12-07-87,1.87,Leonard Kweuke,CMR,9,F,DAC Dunajská Streda,9,80,2008
176,Kalamata,German,Eintracht Frankfurt,04-08-75,1.86,Nikos Liberopoulos,GRE,10,F,AEK,10,81,2008
177,Vienna,German,Eintracht Frankfurt,17-09-85,1.74,Ümit Korkmaz,AUT,11,M,Rapid Vienna,11,72,2008
178,Weißenburg  in Bayern,German,Eintracht Frankfurt,07-03-86,1.75,Markus Steinhöfer,GER,13,M,Bayern Munich II,13,69,2008
179,Buchholz,German,Eintracht Frankfurt,17-01-83,1.96,Alexander Meier,GER,14,M,Hamburg,14,84,2008
180,Tehran,German,Eintracht Frankfurt,24-07-77,1.72,Mehdi  Mahdavikia,IRN,15,M,Hamburg,15,75,2008
181,Sternenberg,German,Eintracht Frankfurt,30-03-78,1.75,Christoph Spycher,SUI,16,D,Grasshoppers,16,76,2008
182,Cheb,German,Eintracht Frankfurt,16-04-87,1.81,Martin Fenin,CZE,17,F,Teplice,17,70,2008
183,Kozani,German,Eintracht Frankfurt,03-12-81,1.83,Ioannis  Amanatidis,GRE,18,F,Kaiserslautern,18,80,2008
184,Bobigny,German,Eintracht Frankfurt,28-03-86,1.89,Habib Bellaid,ALG,19,D,Strasbourg,19,83,2008
185,Yūsui,German,Eintracht Frankfurt,18-09-79,1.81,Junichi Inamoto,JPN,20,M,Galatasaray,20,75,2008
186,Rheinbach,German,Eintracht Frankfurt,28-08-79,1.87,Markus Pröll,GER,21,G,Köln,21,86,2008
187,Hanau,German,Eintracht Frankfurt,26-09-88,1.79,Kreo Ljubičić,CRO,22,M,None,22,72,2008
188,Großauheim,German,Eintracht Frankfurt,04-08-85,1.9,Marco Russ,GER,23,D,None,23,75,2008
189,Heilbronn,German,Eintracht Frankfurt,06-02-87,1.83,Martin Hess,GER,24,F,Stuttgart II,24,79,2008
190,Brazzaville,German,Eintracht Frankfurt,27-12-90,1.86,Juvhel Tsoumou,GER,26,F,Blackburn R,26,87,2008
191,Remscheid,German,Eintracht Frankfurt,21-01-87,1.86,Alexander Krük,GER,27,D,Kickers Emden,27,75,2008
192,Offenbach,German,Eintracht Frankfurt,19-04-85,1.9,Jan Zimmermann,GER,28,G,None,28,85,2008
193,Blumenau,German,Eintracht Frankfurt,25-08-78,1.85,Chris,BRA,29,D,Prudentopolis,29,78,2008
194,Mirandópolis,German,Eintracht Frankfurt,29-05-86,1.86,Caio,BRA,30,M,Palmeiras,30,82,2008
195,Wangen,German,Eintracht Frankfurt,28-03-88,1.79,Patrick Mayer,GER,31,F,Stuttgart II,31,74,2008
196,Gjilan,German,Eintracht Frankfurt,17-02-87,1.85,Faton Toski,ALB,32,M,None,32,78,2008
197,Reutlingen,German,Eintracht Frankfurt,11-06-89,1.81,Jürgen Mössmer,GER,33,D,Reutlingen,33,77,2008
198,Balingen,German,Eintracht Frankfurt,29-04-89,1.92,Frank Lehmann,GER,34,G,Stuttgart II,34,73,2008
199,Nordhausen,German,Eintracht Frankfurt,24-01-87,1.83,Norman Theuerkauf,GER,35,D,Werder Bremen II,35,73,2008
200,Frankfurt am Main,German,Eintracht Frankfurt,06-02-88,1.81,Richard Weil,GER,36,M,None,36,82,2008
201,Frankfurt am Main,German,Eintracht Frankfurt,29-03-90,1.86,Timmy Chandler,USA,37,D,None,37,83,2008
202,Königstein,German,Eintracht Frankfurt,22-06-90,1.79,Sebastian Jung,GER,38,D,None,38,68,2008
203,Wetzlar,German,Eintracht Frankfurt,07-06-91,1.83,Cenk Tosun,GER,39,F,None,39,78,2008
204,Munich,German,Energie Cottbus,16-11-78,1.9,Gerhard Tremmel,GER,1,G,Hertha Berlin,1,89,2008
205,Brandenburg an der Havel,German,Energie Cottbus,21-01-88,1.83,Thomas Franke,GER,2,M,None,2,71,2008
206,Sofia,German,Energie Cottbus,12-04-78,1.79,Stanislav Angelov,BUL,4,M,Levski Sofia,4,73,2008
207,Tarnobrzeg,German,Energie Cottbus,07-11-76,1.83,Mariusz Kukiełka,POL,5,D,Dynamo Dresden,5,81,2008
208,Campo Grande,German,Energie Cottbus,29-03-74,1.86,Vragel da  Silva,BRA,6,D,Ulm,6,86,2008
209,Leipzig,German,Energie Cottbus,29-08-78,1.81,Timo Rost,GER,7,M,Austria Vienna,7,77,2008
210,Sofia,German,Energie Cottbus,09-02-83,1.83,Dimitar Rangelov,BUL,8,F,Strasbourg,8,80,2008
211,Cluj-Napoca,German,Energie Cottbus,03-01-80,1.92,Emil Jula,ROU,9,F,Oţelul Galaţi,9,85,2008
212,Pula,German,Energie Cottbus,09-08-85,1.81,Stiven  Rivić,CRO,10,M,Pula  Staro Čeko,10,74,2008
213,Belgrade,German,Energie Cottbus,27-10-79,1.82,Ivica Iliev,SRB,11,F,PAOK,11,78,2008
214,Freiberg,German,Energie Cottbus,01-05-85,1.91,Philipp Pentke,GER,12,G,Augsburg,12,90,2008
215,Vlora,German,Energie Cottbus,17-11-76,1.73,Ervin Skela,ALB,13,M,Ascoli,13,68,2008
216,Belgrade,German,Energie Cottbus,07-05-82,1.85,Duan Vasiljević,SRB,14,M,Kaposvár,14,80,2008
217,Lauchhammer,German,Energie Cottbus,19-09-88,1.86,Alexander Bittroff,GER,15,D,None,15,77,2008
218,Eisleben,German,Energie Cottbus,18-08-78,1.78,Marco Kurth,GER,16,M,Erzgebirge Aue,16,73,2008
219,Elsterwerda,German,Energie Cottbus,21-01-83,1.86,Daniel Ziebig,GER,17,D,Hamburg,17,76,2008
220,Pszczyna,German,Energie Cottbus,26-02-88,1.86,Łukasz  Kanik,POL,18,D,Górnik Zabrze,18,77,2008
221,Spremberg,German,Energie Cottbus,22-03-90,1.76,Marc Zimmermann,GER,19,F,None,19,66,2008
222,Beijing,German,Energie Cottbus,10-04-80,1.88,Shao Jiayi,CHN,20,M,1860 Munich,20,83,2008
223,Bačka Topola,German,Energie Cottbus,11-12-80,1.86,Savo Pavićević,MNE,21,D,Vojvodina,21,86,2008
224,Bugojno,German,Energie Cottbus,05-04-69,1.82,Tomislav  Piplica,BIH,23,G,Segesta Sisak,23,83,2008
225,Frýdlant  v Čechách,German,Energie Cottbus,30-09-81,1.86,Jan Rajnoch,CZE,25,D,Mladá Boleslav,25,78,2008
226,Wernigerode,German,Energie Cottbus,06-12-88,1.86,Nils Petersen,GER,26,F,Carl Zeiss Jena,26,80,2008
227,Ariceştii Rahtivani,German,Energie Cottbus,16-03-80,1.85,Ovidiu Burcă,ROU,27,D,Naţional  Bucureşti,27,78,2008
228,Imotski,German,Energie Cottbus,14-09-80,1.9,Ivan Radeljić,BIH,28,D,Slaven Belupo,28,85,2008
229,Skovlunde,German,Energie Cottbus,24-05-81,1.93,Dennis  Sørensen,DEN,29,M,FC Midtjylland,29,84,2008
230,Banja Luka,German,Energie Cottbus,05-05-77,1.83,Branko Jelić,SRB,30,F,Xiamen Lanshi,30,77,2008
231,Windhoek,German,Energie Cottbus,09-08-86,1.66,Michael Lerchl,GER,31,M,Dynamo Dresden,31,60,2008
232,Riachão das  Neves,German,Energie Cottbus,15-12-85,1.8,Adi,BRA,32,F,Austria Kärnten,32,78,2008
233,Zagreb,German,Energie Cottbus,06-05-75,1.82,Mario Cvitanović,CRO,33,D,Dinamo Zagreb,33,78,2008
234,Izmir,German,Energie Cottbus,29-02-80,1.87,Çağdaş Atan,TUR,35,D,Trabzonspor,35,81,2008
235,Eutin,German,Energie Cottbus,06-02-89,1.96,Peter Hackenberg,GER,36,D,None,36,90,2008
236,Berlin,German,Energie Cottbus,28-02-84,1.82,Christian  Müller,GER,37,M,Hertha Berlin,37,68,2008
237,Leipzig,German,Hamburger SV,30-06-73,1.94,Frank Rost,GER,1,G,Schalke,1,92,2008
238,Amparo,German,Hamburger SV,10-03-85,1.93,Álex Silva,BRA,2,D,São Paulo,2,82,2008
239,Douala,German,Hamburger SV,17-02-82,1.91,Timothée Atouba,CMR,3,D,Tottenham  H,3,80,2008
240,Ludwigslust,German,Hamburger SV,19-11-75,1.94,Bastian  Reinhardt,GER,4,D,Arminia  Bielefeld,4,94,2008
241,Goirle,German,Hamburger SV,05-04-80,1.83,Joris Mathijsen,NED,5,D,AZ Alkmaar,5,82,2008
242,Mönchengladbach,German,Hamburger SV,04-11-85,1.91,Marcell  Jansen,GER,7,D,Bayern Munich,7,84,2008
243,Bucharest,German,Hamburger SV,28-03-80,1.8,Albert  Streit,GER,8,M,Schalke,8,80,2008
244,Lima,German,Hamburger SV,01-01-84,1.84,José  Paolo Guerrero,PER,9,F,Bayern  Munich,9,72,2008
245,Dubrave,German,Hamburger SV,01-01-81,1.85,Mladen Petrić,CRO,10,F,Borussia Dortmund,10,81,2008
246,Davor,German,Hamburger SV,14-09-79,1.81,Ivica Olić,CRO,11,F,CSKA Moscow,11,85,2008
247,Nabburg,German,Hamburger SV,13-01-86,1.85,Wolfgang  Hesl,GER,12,G,Amberg,12,85,2008
248,Čáslav,German,Hamburger SV,17-05-79,1.74,David Jarolim,CZE,14,M,Nürnberg,14,69,2008
249,Dirschau,German,Hamburger SV,22-03-84,1.69,Piotr  Trochowski,GER,15,M,Bayern  Munich,15,70,2008
250,Randers,German,Hamburger SV,03-04-78,1.87,Michael Gravgaard,DEN,16,D,Nantes,16,88,2008
251,Abuja,German,Hamburger SV,20-08-90,1.83,Macauley Chrisantus,NGR,17,F,Abuja,17,76,2008
252,Paramaribo,German,Hamburger SV,03-05-83,1.7,Romeo Castelen,NED,18,M,Feyenoord,18,66,2008
253,Berlin,German,Hamburger SV,03-09-88,1.92,Jerome Boateng,GER,19,D,Hertha Berlin,19,90,2008
254,Orsay,German,Hamburger SV,13-06-81,1.88,Guy Demel,CIV,20,D,Borussia  Dortmund,20,88,2008
255,Ouagadougou,German,Hamburger SV,12-04-86,1.76,Jonathan  Pitroipa,BFA,21,M,Freiburg,21,56,2008
256,Hamburg,German,Hamburger SV,23-03-89,1.89,Maxim Choupo-Moting,CMR,22,F,Altona 93,22,82,2008
257,Bonn,German,Hamburger SV,06-05-82,1.8,Marcel Ndjeng,GER,24,M,B Mönchengladbach,24,72,2008
258,San Cristóbal,German,Hamburger SV,13-01-88,1.75,Tomás Rincón,VEN,25,M,Deportivo Táchira,25,75,2008
259,Hamburg,German,Hamburger SV,22-09-78,1.79,Volker Schmidt,GER,26,D,None,26,75,2008
260,Villeneuve-St-Georges,German,Hamburger SV,25-10-82,1.86,Mickaël Tavares,SEN,28,M,Slavia Prague,28,78,2008
261,Munich,German,Hamburger SV,06-06-88,1.9,Raphael Wolf,GER,29,G,None,29,86,2008
262,Windhoek,German,Hamburger SV,03-08-78,1.82,Collin Benjamin,NAM,30,M,Raspo  Elmshorn,30,80,2008
263,Gladbeck,German,Hamburger SV,12-03-87,1.77,Timo Kunert,GER,31,M,Schalke,31,66,2008
264,Amsterdam,German,Hamburger SV,02-05-75,1.9,Khalid Sinouh,MAR,33,G,Kasımpaşa,33,86,2008
265,Neumünster,German,Hamburger SV,12-03-90,1.9,Kai-Fabian Schulz,GER,34,M,None,34,86,2008
266,Hamburg,German,Hamburger SV,21-04-90,1.79,Tunay Torun,TUR,35,F,St Pauli,35,75,2008
267,Elmshorn,German,Hamburger SV,26-03-90,1.88,Hanno Behrens,GER,36,M,None,36,78,2008
268,Karlsruhe,German,Hamburger SV,14-01-87,1.83,Dennis Aogo,GER,40,D,Freiburg,40,85,2008
269,Jena,German,Hannover 96,24-08-77,1.85,Robert Enke,GER,1,G,Tenerife,1,78,2008
270,Salto,German,Hannover 96,31-07-80,1.89,Vinicius  Bergantin,BRA,2,D,Gama,2,80,2008
271,Aidt Thorsø,German,Hannover 96,23-04-83,1.88,Leon Andreasen,DEN,3,M,Fulham,3,81,2008
272,Brugg,German,Hannover 96,24-01-81,1.9,Mario Eggimann,SUI,5,D,Karlsruhe,5,84,2008
273,Rockford,German,Hannover 96,19-02-79,1.68,Steve  Cherundolo,USA,6,D,Univ  of Portland,6,66,2008
274,Mafamude,German,Hannover 96,16-10-80,1.77,Sergio Pinto,POR,7,M,Alemannia  Aachen,7,71,2008
275,Kavaje,German,Hannover 96,18-11-75,1.72,Altin  Lala,ALB,8,M,Borussia  Fulda,8,64,2008
276,Hamm/Westphalia,German,Hannover 96,05-11-83,1.83,Mike Hanke,GER,9,F,Wolfsburg,9,75,2008
277,Almelo,German,Hannover 96,24-07-77,1.84,Arnold Bruggink,NED,10,M,SC  Heerenveen,10,80,2008
278,Waldbröl,German,Hannover 96,18-07-83,1.8,Jan  Schlaudraff,GER,13,F,Bayern Munich,13,67,2008
279,Darmstadt,German,Hannover 96,02-01-81,1.81,Hanno  Balitsch,GER,14,M,Mainz,14,73,2008
280,San Diego,German,Hannover 96,03-04-87,1.8,Salvatore  Zizzo,USA,15,M,UCLA,15,82,2008
281,Mulhouse,German,Hannover 96,18-11-85,1.65,Gaëten Krebs,FRA,17,M,Strasbourg,17,62,2008
282,Hilden,German,Hannover 96,27-10-69,1.86,Michael  Tarnat,GER,18,D,Manchester  C,18,82,2008
283,Bassum,German,Hannover 96,01-04-83,1.8,Christian Schulz,GER,19,D,Werder Bremen,19,73,2008
284,Kamiensk,German,Hannover 96,15-05-76,1.79,Jacek Krzynówek,POL,20,M,Wolfsburg,20,73,2008
285,Bönen,German,Hannover 96,24-09-77,1.9,Frank  Fahrenhorst,GER,22,D,Werder  Bremen,22,77,2008
286,Sofia,German,Hannover 96,29-03-84,1.76,Chavdar  Yankov,BUL,23,M,Slavia  Sofia,23,73,2008
287,Beneov,German,Hannover 96,27-05-76,1.85,Jiří tajner,CZE,24,F,Slovan  Liberec,24,82,2008
288,Strasbourg,German,Hannover 96,28-09-75,1.91,Valérien  Ismaël,FRA,25,D,Bayern Munich,25,81,2008
