,Birth Place,Country League,Current Club,Date of Birth,Height,Name,Nat,Number,Pos,Previous Club,Unnamed: 0,Weight,Year
247,Nysted,Danish,FC Nordsjælland,29-08-86,"5'09""",Søren  Christensen,,17,M,Lolland  Falster Alliancen,17,11  03,2007
248,,Danish,FC Nordsjælland,11-06-85,"6'01""",Kenni  Olsen,,18,M,AB  København,18,11  11,2007
249,,Danish,FC Nordsjælland,15-11-85,"6'02""",Stephan  Petersen,,20,M,Køge,20,12  06,2007
250,,Danish,FC Nordsjælland,16-01-85,"5'10""",Simon  Richter,,21,D,Brøndby,21,11  05,2007
251,Frederikssund,Danish,FC Nordsjælland,31-03-85,"6'02""",Jesper  Hansen,,22,G,Ølstykke,22,12  04,2007
252,,Danish,FC Nordsjælland,08-05-85,"6'02""",Daniel Jensen,,23,D,Hillerød,23,12 04,2007
253,Hässleholm,Danish,FC Nordsjælland,06-06-84,"5'11""",Andreas Dahl,,24,M,Helsingborgs IF,24,12 10,2007
254,Roskilde,Danish,FC Nordsjælland,06-06-83,"5'11""",Henrik Bødker,,25,M,Roskilde KFUM,25,11 07,2007
255,,Danish,FC Nordsjælland,16-01-85,"5'10""",Jonathan  Richter,,26,M,Brøndby,26,11  03,2007
256,,Danish,FC Nordsjælland,29-05-89,"6'00""",Christian Pihl Pedersen,,27,M,Lolland  Falster Alliancen,27,12 00,2007
257,,Danish,FC Nordsjælland,10-10-87,,Nicklas Pedersen,,28,F,Herfølge,28,,2007
258,,Danish,FC Nordsjælland,17-02-87,"6'00""",Christoffer  Haugh,,30,G,Vejle,30,12  13,2007
259,Helsinki,Danish,FC Nordsjælland,10-04-85,"6'04""",Jukka  Santala,,32,F,Rangers,32,13  05,2007
260,Amager,Danish,FC Nordsjælland,12-07-84,"6'00""",Theis F. Rasmussen,,40,G,Frem,40,12 08,2007
261,Lublin,Danish,Odense,12-01-74,"6'02""",Arkadiusz Onyszko,,1,G,Viborg,1,13 12,2007
262,,Danish,Odense,26-07-77,"6'02""",Atle Roar Håland,,3,M,Start,3,12  11,2007
263,Janderup,Danish,Odense,10-01-79,"6'00""",Hans Henrik  Andreasen,,4,M,Greuther Fürth,4,11  05,2007
264,,Danish,Odense,26-07-77,"6'02""",Anders  Møller Christensen,,5,D,Esbjerg,5,11 09,2007
265,Odense,Danish,Odense,24-06-71,"5'11""",Thomas Helveg,,6,D,B Mönchengladbach,6,12  08,2007
266,Odense,Danish,Odense,31-10-84,"5'09""",Mads  Timm,,7,F,Manchester  U,7,12  10,2007
267,Maranguape,Danish,Odense,25-02-76,"6'00""",Bechara,,8,M,Fortaleza,8,12 00,2007
268,Saraya,Danish,Odense,20-04-85,"6'01""",Baye Djiby Fall,,9,F,Al Ain,9,12 13,2007
269,Flemløse,Danish,Odense,16-09-85,"5'10""",Johan Absalonsen,,11,F,Brøndby,11,11 00,2007
270,Nørre Alslev,Danish,Odense,10-08-81,"6'01""",Esben Hansen,,14,M,Kaiserslautern,14,12 13,2007
271,,Danish,Odense,27-07-77,"6'01""",Chris  Sørensen,,15,D,Vejle,15,12 13,2007
272,Viborg,Danish,Odense,01-03-84,"5'11""",Søren Jensen,,16,D,Viborg,16,11 11,2007
273,Randers,Danish,Odense,25-06-74,"6'01""",Morten Bisgaard,,17,M,Derby Co,17,12  04,2007
274,Copenhagen,Danish,Odense,04-03-85,"6'01""",Jonas Troest,,18,D,Hannover 96,18,12 13,2007
275,Lynge,Danish,Odense,22-08-82,"5'10""",Peter Nymann Mikkelsen,,21,M,SønderjyskE,21,11 00,2007
276,San José,Danish,Odense,17-05-84,"5'10""",Christian Bolaños,,22,M,Deportivo Saprissa,22,10 08,2007
277,Svendborg,Danish,Odense,02-11-86,"5'09""",Anders Torpegaard,,23,M,None,23,10 03,2007
278,Podgorica,Danish,Odense,08-05-81,"6'01""",Srdjan Radonjić,,24,F,Partizan Belgrade,24,13 10,2007
279,,Danish,Odense,01-05-87,"6'00""",Mustapha Papa Diop,,25,M,Marseille,25,10 10,2007
280,,Danish,Odense,08-05-88,"6'00""",Matti Lund Nielsen,,26,M,None,26,11 09,2007
281,Odense,Danish,Odense,13-04-84,"6'04""",Anders Lindegaard,,27,G,None,27,12 08,2007
282,,Danish,Odense,27-10-89,"5'11""",Anders Jacobsen,,28,F,Næsby,28,12 01,2007
283,Brejning,Danish,Odense,04-01-85,"6'04""",Jonas Borring,,29,M,B1913 Odense,29,12 00,2007
284,,Danish,Odense,17-05-88,"5'11""",Christian Kier,,35,G,None,35,11 11,2007
285,Farum,Danish,Randers,23-05-83,6'05'',Kevin  Stuhr-Ellegaard,,1,G,Hertha Berlin,1,14 00,2007
286,Kjellerup,Danish,Randers,20-09-73,"6'02""",Ralf Pedersen,,3,D,Viborg,3,12 13,2007
287,,Danish,Randers,24-05-82,"6'01""",Issah  Ahmed,,4,D,Asante  Kotoko,4,12  08,2007
288,Copenhagen,Danish,Randers,20-06-82,"6'00""",Jan Frederiksen,,5,M,Herfølge,5,11 03,2007
289,Abidjan,Danish,Randers,01-07-78,"6'00""",Alain Behi,,6,D,PAS Giannina,6,12 04,2007
290,Overland  Park,Danish,Randers,13-06-85,"5'09""",Will  John,,7,M,Kansas City Wizards,7,10  05,2007
291,,Danish,Randers,02-11-78,"5'10""",Søren  Pedersen,,8,M,Aarhus,8,10  12,2007
292,Richardson,Danish,Randers,07-10-86,"5'08""",Lee Nguyen,,9,M,PSV Eindhoven,9,10  10,2007
293,Odense,Danish,Randers,15-05-76,"6'01""",Søren Berg,,10,F,Viking,10,12 08,2007
294,,Danish,Randers,26-05-77,"5'08""",Fabinho,,11,F,GE  Gloria,11,,2007
295,,Danish,Randers,17-04-86,"6'00""",Jonas Damborg,,12,D,Støvring,12,,2007
296,,Danish,Randers,30-01-78,"6'02""",Søren Holdgaard,,13,M,Horsens,13,12 04,2007
297,Odense,Danish,Randers,18-04-73,"5'08""",Kenneth  Møller Pedersen,,14,M,Odense,14,11  05,2007
298,Hørsholm,Danish,Randers,20-05-76,"6'00""",Carsten Fredgaard,,16,M,FC  København,16,12 04,2007
299,Domont,Danish,Randers,16-06-86,"5'11""",Bédi Buval,,18,F,Red Star 93,18,11 01,2007
300,,Danish,Randers,19-07-87,"6'02""",Emil Ousager,,19,G,Odense,19,13 05,2007
301,Copenhagen,Danish,Randers,03-06-85,"6'00""",Jeppe  Brandup,,20,M,FC København,20,12  04,2007
302,,Danish,Randers,04-10-86,,Michael Roloff,,21,M,,21,,2007
303,Yerevan,Danish,Randers,24-07-86,"6'00""",Robert Arzumanyan,,24,D,Pyunik,24,,2007
304,,Danish,Randers,02-05-88,,Peter Friis Jensen,,25,G,None,25,,2007
305,,Danish,Randers,18-06-87,"6'00""",Jonas Andersen,,28,D,None,28,,2007
306,Copenhagen,Danish,Randers,09-01-76,"6'05""",Mark Nygaard,,30,F,QPR,30,14  05,2007
307,,Danish,Randers,10-07-85,"5'10""",Tidiane  Sane,,31,M,Jeanne  d'Arc de Dakar,31,,2007
308,,Danish,Randers,12-08-86,"6'03""",Kian Christensen,,32,D,,32,,2007
309,,Danish,Randers,21-03-89,,Simon Rosenqvist,,34,M,None,34,,2007
310,,Danish,Randers,18-05-88,,Christian Andreasen,,39,M,None,39,,2007
311,Gothenburg,Danish,Viborg,10-08-82,"6'02""",John Alvbåge,,1,G,IFK  Göteborg,1,13 05,2007
312,Odense,Danish,Viborg,31-05-79,"6'00""",Jesper Andersen,,2,D,Aarhus,2,12 01,2007
313,Chişinău,Danish,Viborg,26-05-85,"6'01""",Simeon Bulgaru,,3,D,Sheriff Tiraspol,3,12 09,2007
314,Spentrup,Danish,Viborg,22-06-83,"6'01""",Mikkel  Rask,,4,D,Randers,4,11  00,2007
315,Aalborg,Danish,Viborg,15-09-75,"6'02""",Thomas Tengstedt,,5,D,Dundee U,5,13 01,2007
316,Uppsala,Danish,Viborg,26-03-87,"6'02""",Robert Åhman-Persson,,6,M,AIK,6,13  03,2007
317,,Danish,Viborg,05-07-85,"5'08""",Simon Nagel,,7,M,Silkeborg,7,11 00,2007
318,Svendborg,Danish,Viborg,03-11-83,"6'02""",Lasse Kryger,,8,F,Esbjerg,8,12 01,2007
319,Herlev,Danish,Viborg,12-02-84,"6'00""",Morten Bertolt,,9,M,FC København,9,11 09,2007
320,Catanduva,Danish,Viborg,27-12-81,"5'10""",Alex  da Silva,,10,M,Randers,10,12 00,2007
321,,Danish,Viborg,09-11-83,"5'09""",Christian  Olsen,,11,F,FC Midtjylland,11,11  05,2007
322,Thisted,Danish,Viborg,30-07-86,"6'04""",Kristian  Kirk,,12,G,Hobro,12,12  11,2007
323,Faresø,Danish,Viborg,20-04-75,"5'11""",Jakob Glerup,,14,M,Aalborg Chang,14,11 05,2007
324,Kalundborg,Danish,Viborg,25-03-76,"6'01""",Thomas Frandsen,,15,M,FC  Midtjylland,15,13 05,2007
325,Amherst,Danish,Viborg,16-07-79,"5'11""",Robbie Russell,,16,D,Rosenborg,16,12  13,2007
326,Reykjavik,Danish,Viborg,25-02-88,"6'00""",Rúrik Gíslason,,17,M,Charlton Ath,17,11 11,2007
327,Tórshavn,Danish,Viborg,07-03-81,"5'11""",Súni  Olsen,,18,D,Aalborg,18,12  04,2007
328,,Danish,Viborg,01-02-81,"6'03""",Jacob Olesen,,19,F,SønderjyskE,19,13 03,2007
329,,Danish,Viborg,28-06-89,"6'00""",Niclas Tüchsen,,20,M,Hvidovre,20,11 11,2007
330,Owerri,Danish,Viborg,20-12-87,"5'10""",Christian  Muomaife,,21,F,None,21,11 09,2007
331,,Danish,Viborg,02-09-85,"6'02""",Róbert  Veselovský,,23,G,Östers IF,23,12  11,2007
332,Piracicaba,Danish,Viborg,19-03-86,"5'10""",Elvis,,24,D,Paraná,24,10 10,2007
333,Gjern,Danish,Viborg,04-05-87,"6'02""",Søren Ulrik Vestergaard,,26,F,Randers,26,11 11,2007
334,Tbilisi,Danish,Viborg,25-09-86,"6'00""",Giorgi  Popkhadze,,27,D,Olympiakos,27,12 08,2007
335,Braband,Danish,Viborg,17-01-79,"6'00""",Asbjørn Sennels,,28,D,Brøndby,28,12 00,2007
336,,Danish,Viborg,15-05-91,,Kevin Mensah,,29,M,None,29,,2007
337,,Danish,Viborg,13-08-79,"5'08""",Dan Anton Johansen,,32,D,Lillestrøm,32,12 00,2007
338,,Danish,Viborg,29-01-91,,Alexander Juel Andersen,,40,D,None,40,,2007
339,Békés,Danish,Viborg,22-02-78,"6'00""",Zoltán Balog,,78,D,Ferencváros,41,12 04,2007
0,Rabat,Danish,Aalborg,09-01-75,1.85,Karim Zaza,MAR,1,G,RW Essen,1,79.0,2008
1,Copenhagen,Danish,Aalborg,02-01-86,1.85,Michael Jakobsen,DEN,2,D,PSV Eindhoven,2,81.0,2008
2,Sydney,Danish,Aalborg,08-03-81,1.91,Michael Beauchamp,AUS,4,D,Nürnberg,4,85.0,2008
3,Oslo,Danish,Aalborg,16-03-76,1.83,Kjetil Wæhler,NOR,5,D,Vålerenga,5,78.0,2008
4,Haarlem,Danish,Aalborg,25-02-82,1.79,Steve Olfers,NED,6,D,Sparta Rotterdam,6,78.0,2008
5,Nykobing,Danish,Aalborg,17-03-82,1.77,Anders  Due,DEN,7,F,Vitesse,7,68.0,2008
6,Vanersborg,Danish,Aalborg,05-07-78,1.79,Andreas Johansson,SWE,8,M,Wigan Ath,8,76.0,2008
7,Svendborg,Danish,Aalborg,20-03-81,1.92,Thomas Augustinussen,DEN,9,F,Aabybro,9,84.0,2008
8,Kingston,Danish,Aalborg,11-11-85,1.83,Luton Shelton,JAM,11,F,Vålerenga,11,77.0,2008
9,Hillerød,Danish,Aalborg,21-03-84,1.78,Jeppe  Curth,DEN,14,F,Feyenoord,14,75.0,2008
10,Kwa Mashu,Danish,Aalborg,02-12-77,1.78,Siyabonga  Nomvethe,RSA,15,F,Orlando  Pirates,15,74.0,2008
11,Odense,Danish,Aalborg,08-10-80,1.8,Kasper Bøgelund,DEN,16,D,B Mönchengladbach,16,74.0,2008
12,Belo  Horizente,Danish,Aalborg,09-10-82,1.71,Cacá,BRA,18,M,Atlético Mineiro,18,69.0,2008
13,Chestnut Hill,Danish,Aalborg,02-10-86,1.85,Marcus Tracy,USA,19,F,Wake Forest Univ,19,77.0,2008
14,Roum,Danish,Aalborg,27-07-89,1.89,Henrik Dalsgaard,DEN,20,F,Møldrup/Tostrup,20,79.0,2008
15,Aars,Danish,Aalborg,04-01-83,1.85,Kasper  Risgård,DEN,21,M,FC Nordsjælland,21,75.0,2008
16,Aalborg,Danish,Aalborg,27-06-87,1.81,Thomas  Enevoldsen,DEN,23,M,None,23,74.0,2008
17,Aalborg,Danish,Aalborg,21-03-87,1.88,Jens-Kristian  Sørensen,DEN,24,M,None,24,80.0,2008
18,Silkeborg,Danish,Aalborg,28-04-87,1.73,Patrick Kristensen,DEN,27,D,None,27,68.0,2008
19,,Danish,Aalborg,17-01-89,1.9,Emil Haucke,DEN,28,D,None,28,80.0,2008
20,Aalborg,Danish,Aalborg,11-09-87,1.88,Kenneth Stenild Nielsen,DEN,30,G,None,30,78.0,2008
21,Aalborg,Danish,Aalborg,08-01-88,1.85,Lasse Nielsen,DEN,31,D,Nästved,31,74.0,2008
22,Ulsted,Danish,Aalborg,29-08-89,1.83,Ronnie Schwartz,DEN,32,F,None,32,74.0,2008
23,,Danish,Aalborg,19-09-88,1.72,Daniel Christensen,DEN,36,M,None,36,69.0,2008
24,,Danish,Aalborg,19-04-86,,Simon Sloth,DEN,37,G,None,37,,2008
25,Stenvad,Danish,Aarhus,30-09-82,1.8,Steffen Rasmussen,DEN,1,G,Grenå IF,1,85.0,2008
26,Aabyhøj,Danish,Aarhus,10-03-88,1.83,Frederik Krabbe,DEN,2,D,None,2,79.0,2008
27,Manchester,Danish,Aarhus,29-01-86,1.86,Mark  Howard,ENG,3,D,Brøndby,3,80.0,2008
28,Roskilde,Danish,Aarhus,13-02-78,1.88,Kim Madsen,DEN,4,D,Hansa Rostock,4,84.0,2008
29,Hillerod,Danish,Aarhus,20-04-79,1.96,Ole Budtz,DEN,5,D,Kickers Offenbach,5,82.0,2008
30,Randers,Danish,Aarhus,05-03-81,1.81,Ulrik Lindkvist,DEN,6,D,FC Midtjylland,6,82.0,2008
31,Væggerløse,Danish,Aarhus,13-08-81,1.78,Lars Pleidrup,DEN,7,M,Lolland-Falster Alliancen,7,68.0,2008
32,Monrovia,Danish,Aarhus,08-01-84,1.84,Dioh Williams,LBR,9,F,BK Häcken,9,70.0,2008
33,Luanda,Danish,Aarhus,10-01-84,1.8,Nando Rafael,GER,10,F,B Mönchengladbach,10,79.0,2008
34,Brørup,Danish,Aarhus,20-09-76,1.75,Peter Graulund,DEN,11,F,Helsingborgs IF,11,74.0,2008
35,Varde,Danish,Aarhus,07-07-83,1.82,Jakob Poulsen,DEN,14,M,SC Heerenveen,14,72.0,2008
36,Lansdowne,Danish,Aarhus,03-04-82,1.73,Jeremiah White,USA,15,M,Gueugnon,15,74.0,2008
37,Aarhus,Danish,Aarhus,24-03-81,1.87,Dan Thomassen,DEN,16,D,Vålerenga,16,78.0,2008
38,Rio de Janeiro,Danish,Aarhus,19-01-85,1.75,Benny Feilhaber,USA,17,M,Derby Co,17,68.0,2008
39,Laval,Danish,Aarhus,01-11-85,1.83,Arthur Sorin,FRA,18,D,Kalmar FF,18,73.0,2008
40,Tilst,Danish,Aarhus,13-01-86,1.87,Jens Gjesing,DEN,19,M,None,19,77.0,2008
41,,Danish,Aarhus,24-04-88,1.8,Niels Kristensen,DEN,20,M,None,20,70.0,2008
42,Esbjerg,Danish,Aarhus,11-08-80,1.76,Jerry Lucena,DEN,21,M,Esbjerg,21,68.0,2008
43,,Danish,Aarhus,21-01-90,1.82,Alexander Jackson Møller,DEN,22,D,None,22,73.0,2008
44,,Danish,Aarhus,01-06-76,1.86,Anders Rasmussen,DEN,23,G,Viborg,23,80.0,2008
45,,Danish,Aarhus,19-04-88,1.83,Kristian Lassen,DEN,24,M,Skovbakken,24,74.0,2008
46,,Danish,Aarhus,26-09-89,1.82,Kasper Povlsen,DEN,25,M,None,25,74.0,2008
47,Aarhus,Danish,Aarhus,12-09-85,1.85,Anders Kure,DEN,27,D,None,27,76.0,2008
48,Aarhus,Danish,Aarhus,09-01-88,1.77,Michael Lumb,DEN,28,D,None,28,70.0,2008
49,,Danish,Aarhus,28-10-87,1.88,Davit Devdariani,GEO,30,M,Olimpi Rustavi,30,80.0,2008
50,Hørning,Danish,Aarhus,18-07-88,1.96,Jesper Rask,DEN,31,G,None,31,89.0,2008
51,Sarajevo,Danish,Aarhus,14-04-90,1.83,Sanel Kapidić,BIH,32,F,None,32,76.0,2008
52,Aarhus,Danish,Aarhus,02-01-88,1.9,Morten Beck,DEN,34,F,None,34,89.0,2008
53,Ryomgård,Danish,Aarhus,21-02-89,1.83,Dennis Høegh,DEN,35,F,None,35,73.0,2008
54,Aarhus,Danish,Aarhus,04-10-88,1.83,Jesper Blicher,DEN,36,M,None,36,,2008
55,Herlev,Danish,Brøndby,08-01-86,1.87,Michael  Tørnæs,DEN,1,G,None,1,79.0,2008
56,Herlev,Danish,Brøndby,16-07-88,1.8,Anders Randrup,DEN,2,D,None,2,75.0,2008
57,Stockholm,Danish,Brøndby,01-02-77,1.88,Max von Schlebrügge,SWE,3,D,Anderlecht,3,80.0,2008
58,Copenhagen,Danish,Brøndby,31-05-89,1.86,Daniel Stenderup,DEN,4,D,B93,4,71.0,2008
59,Annelund,Danish,Brøndby,28-06-84,1.78,Samuel Holmén,SWE,6,M,IF Elfsborg,6,70.0,2008
60,Hvidovre,Danish,Brøndby,19-11-85,1.8,Kasper Lorentzen,DEN,7,M,Rosenhøj,7,75.0,2008
61,Helsingborg,Danish,Brøndby,01-05-84,1.81,Alexander Farnerud,SWE,9,M,Stuttgart,9,72.0,2008
62,Copenhagen,Danish,Brøndby,31-01-85,1.85,Morten  D Rasmussen,DEN,11,F,Aarhus,11,77.0,2008
63,Roskilde,Danish,Brøndby,26-04-78,1.83,Peter Madsen,DEN,13,F,Köln,13,80.0,2008
64,Brisbane,Danish,Brøndby,26-02-88,1.74,David  Williams,AUS,14,F,Queensland  Roar,14,70.0,2008
65,Hässleholm,Danish,Brøndby,08-07-83,1.84,Jon  Jönsson,SWE,15,D,Toulouse,15,76.0,2008
66,Copenhagen,Danish,Brøndby,26-11-81,1.9,Stephan  Andersen,DEN,16,G,Charlton Ath,16,80.0,2008
67,Helsingør,Danish,Brøndby,18-09-86,1.78,Tobias Mikkelsen,DEN,17,M,Lyngby,17,73.0,2008
68,Hvidovre,Danish,Brøndby,23-10-88,1.85,Nicolaj Agger,DEN,18,F,None,18,78.0,2008
69,Ten Boer,Danish,Brøndby,28-02-79,1.85,Remco van der Schaaf,NED,19,M,Burnley,19,77.0,2008
70,Fjarðabyggð,Danish,Brøndby,15-03-80,1.96,Stefán Gíslason,ISL,20,M,Lyn,20,82.0,2008
71,Frederiksberg,Danish,Brøndby,16-04-77,1.81,Thomas  Rasmussen,DEN,21,M,Hansa Rostock,21,74.0,2008
72,,Danish,Brøndby,21-10-88,1.81,Ousman Jallow,GAM,22,F,Al-Ain,22,74.0,2008
73,Copenhagen,Danish,Brøndby,06-06-83,1.7,Michael Krohn-Dehli,DEN,23,M,Ajax,23,71.0,2008
74,Copenhagen,Danish,Brøndby,03-02-82,1.93,Mikkel Bischoff,DEN,24,D,Coventry C,24,85.0,2008
75,Jægerspris,Danish,Brøndby,04-07-86,1.85,Jacob Berthelsen,DEN,25,D,Farum,25,80.0,2008
76,Rødovre,Danish,Brøndby,19-02-88,1.76,Mike Jensen,DEN,26,M,None,26,75.0,2008
77,Ölgod,Danish,Brøndby,04-08-81,1.8,Jan Kristiansen,DEN,27,M,Nürnberg,27,81.0,2008
78,Gladsaxe,Danish,Brøndby,31-05-89,1.81,Daniel Wass,DEN,29,D,None,29,74.0,2008
79,Yaoundé,Danish,Brøndby,02-05-79,1.81,Joseph Elanga,CMR,31,M,Malmö FF,31,73.0,2008
80,,Danish,Brøndby,21-01-91,,Jens  Stryger Larsen,DEN,32,M,None,32,,2008
81,Storkøbenhavn,Danish,Brøndby,21-02-89,1.86,Pierre Kanstrup,DEN,34,D,None,34,78.0,2008
82,,Danish,Brøndby,17-07-89,,Mark  Leth Petersen,DEN,35,M,None,35,,2008
83,Copenhagen,Danish,Brøndby,13-07-89,1.9,Patrick  Mortensen,DEN,36,F,None,36,80.0,2008
84,,Danish,Brøndby,10-02-90,,Mustafa  Hassan,DEN,37,M,None,37,,2008
85,Frederiksberg,Danish,Brøndby,07-11-67,1.95,Morten  Cramer,DEN,40,G,Herfølge,40,97.0,2008
86,Bratislava,Danish,Esbjerg,24-11-89,1.87,Luká Hrádecký,FIN,1,G,TPS Turku,1,67.0,2008
87,Jyllinge,Danish,Esbjerg,23-02-83,1.75,Frank Hansen,DEN,2,D,Ølstykke,2,70.0,2008
88,Åkersberga,Danish,Esbjerg,02-11-78,1.81,Alexander Östlund,SWE,3,D,Southampton,3,77.0,2008
89,Thornhill,Danish,Esbjerg,19-09-80,1.9,Adrian Cann,CAN,4,D,Vancouver Whitecaps,4,80.0,2008
90,Warsaw,Danish,Esbjerg,21-08-85,1.9,Andrew Ornoch,CAN,5,M,Pápa,5,83.0,2008
91,,Danish,Esbjerg,25-02-82,1.83,Mikael Rynell,SWE,6,M,Herfølge,6,82.0,2008
92,Varde,Danish,Esbjerg,09-05-84,1.84,Jesper  Jørgensen,DEN,7,M,Varde,7,72.0,2008
93,,Danish,Esbjerg,28-08-84,1.8,Martin Fribrock,SWE,8,M,Halmstads BK,8,74.0,2008
94,Vestmannaeyjar,Danish,Esbjerg,01-04-82,1.82,Gunnar  Heiðar Þorvaldsson,ISL,9,F,Hannover 96,9,75.0,2008
95,São Paulo,Danish,Esbjerg,22-10-88,1.71,Thiago Borges,BRA,10,M,Bahia,10,63.0,2008
96,Skovshoved,Danish,Esbjerg,25-05-82,1.83,Jesper  Bech,DEN,11,F,Malmö,11,70.0,2008
97,Bayelsa,Danish,Esbjerg,11-10-87,1.85,Emmanuel Ukpai,NGA,12,F,Ølstykke,12,73.0,2008
98,Esbjerg,Danish,Esbjerg,15-10-87,1.85,Kevin Conboy,DEN,13,D,Jerne IF,13,77.0,2008
99,,Danish,Esbjerg,21-05-80,1.78,Jones Kusi-Asare,SWE,14,F,Djurgårdens IF,14,75.0,2008
100,Borås,Danish,Esbjerg,23-12-77,1.74,Andreas Klarström,SWE,15,D,IF Elfsborg,15,70.0,2008
101,Aalborg,Danish,Esbjerg,03-12-75,1.85,Lars Winde,DEN,16,G,Aalborg,16,73.0,2008
102,,Danish,Esbjerg,23-12-83,1.82,Samel abanović,MNE,17,F,Grasshoppers,17,77.0,2008
103,Thisted,Danish,Esbjerg,21-09-86,1.85,Jeppe Mehl,DEN,18,M,Thisted,18,75.0,2008
104,Grindsted,Danish,Esbjerg,03-03-89,1.84,Kian Hansen,DEN,19,D,None,19,74.0,2008
105,Kållered,Danish,Esbjerg,22-10-79,1.9,Fredrik Björck,SWE,21,D,IF Elfsborg,21,86.0,2008
106,Marstal,Danish,Esbjerg,11-01-86,1.78,Jesper Lange,DEN,22,F,Odense,22,69.0,2008
107,,Danish,Esbjerg,24-03-88,1.87,Joakim Steiness,DEN,23,D,Jerne,23,76.0,2008
108,Næsbjerg,Danish,Esbjerg,09-11-83,1.9,Nikolaj  Høgh,DEN,24,D,Næsbjerg RUI,24,82.0,2008
109,Reykjavík,Danish,Esbjerg,13-10-82,1.9,Kári Árnason,ISL,25,M,Aarhus,25,87.0,2008
110,Esbjerg,Danish,Esbjerg,15-08-87,1.85,Mikkel Vendelbo,DEN,26,M,None,26,82.0,2008
111,,Danish,Esbjerg,15-08-88,1.83,Sune Gundersen,DEN,28,M,None,28,71.0,2008
112,Esbjerg,Danish,Esbjerg,07-04-87,1.84,Søren Rieks,DEN,31,M,None,31,74.0,2008
113,Horsens,Danish,Horsens,01-08-76,1.8,Søren Jochumsen,DEN,1,G,Torsted,1,82.0,2008
114,Copenhagen,Danish,Horsens,15-01-85,1.87,Kenneth  Emil Petersen,DEN,2,D,Herfølge,2,83.0,2008
115,Hvidovre,Danish,Horsens,26-03-85,1.88,Morten  Rasmussen,DEN,3,D,Brøndby,3,79.0,2008
116,Aarhus,Danish,Horsens,20-07-73,1.89,Mads Rieper,DEN,4,D,Aarhus,4,84.0,2008
117,Salford,Danish,Horsens,07-09-85,1.8,Adam  Eckersley,ENG,5,D,Port Vale,5,76.0,2008
118,Maribo,Danish,Horsens,05-07-85,1.72,Simon Nagel,DEN,6,M,Viborg,6,70.0,2008
119,Copenhagen,Danish,Horsens,21-03-87,1.74,Martin Spelmann,DEN,8,D,Brøndby,8,70.0,2008
120,Rio de Janeiro,Danish,Horsens,01-04-84,1.73,Gilberto  Macena,BRA,9,F,Holbæk,9,71.0,2008
121,Brædstrup,Danish,Horsens,20-01-78,1.77,Allan Søgaard,DEN,10,M,Middelfart,10,76.0,2008
122,Ringkøbing,Danish,Horsens,14-10-80,1.89,Niels Lodberg,DEN,11,F,FC Nordsjælland,11,80.0,2008
123,Malmö,Danish,Horsens,04-10-87,1.78,Rawez Lawan,SWE,12,F,Malmö,12,75.0,2008
124,Thisted,Danish,Horsens,02-07-84,1.77,Thomas Kortegaard,DEN,13,D,Aalborg,13,70.0,2008
125,,Danish,Horsens,13-12-76,1.87,Søren Friis,DEN,14,M,Stensballe,14,80.0,2008
126,,Danish,Horsens,28-07-88,1.86,Casper Johansen,DEN,17,F,None,17,76.0,2008
127,,Danish,Horsens,28-08-85,1.83,Nick Christensen,DEN,19,F,Næstved,19,70.0,2008
128,,Danish,Horsens,11-05-88,1.79,Janus  Drachmann,DEN,20,M,Grenaa,20,70.0,2008
129,Copenhagen,Danish,Horsens,06-03-82,1.83,Lasse Sørensen,DEN,21,G,Næstved,21,83.0,2008
130,Häljarp,Danish,Horsens,26-11-76,1.84,Andreas Augustsson,SWE,22,D,IF Elfsborg,22,81.0,2008
131,,Danish,Horsens,04-03-84,1.75,Steffen Lauser,GER,23,D,Hamburg II,23,73.0,2008
132,,Danish,Horsens,03-08-84,1.8,Nabil Aslam,DEN,24,D,Frem,24,73.0,2008
133,Izmir,Danish,Horsens,03-08-84,1.81,Yasin  Avci,DEN,25,M,Frem,25,78.0,2008
134,,Danish,Horsens,17-10-88,1.74,Marc Maze,DEN,26,D,Grenaa,26,73.0,2008
135,Ikast,Danish,Horsens,03-09-81,1.78,Anders  Nøhr,DEN,27,M,Esbjerg,27,73.0,2008
136,,Danish,Horsens,06-06-87,1.83,Jimmy Mayasi,DEN,29,F,Silkeborg,29,80.0,2008
137,,Danish,Horsens,28-07-87,1.83,Allan Nielsen,DEN,30,G,Kjellerup,30,84.0,2008
138,Roskilde,Danish,FC København,24-04-78,1.93,Jesper Christiansen,DEN,1,G,Viborg,1,89.0,2008
139,Opava,Danish,FC København,14-12-78,1.74,Zdeněk Pospěch,CZE,2,D,Sparta  Prague,2,74.0,2008
140,Copenhagen,Danish,FC København,17-08-74,1.79,Niclas Jensen,DEN,3,D,Fulham,3,82.0,2008
141,Copenhagen,Danish,FC København,08-04-81,1.82,Hjalte Bo Norregaard,DEN,4,M,SC  Heerenveen,4,75.0,2008
142,Odense,Danish,FC København,28-02-76,1.9,Ulrik Laursen,DEN,5,D,Odense,5,88.0,2008
143,Hematita,Danish,FC København,20-08-84,1.8,Ailton Almeida,BRA,7,F,Örgryte IS,7,79.0,2008
144,Odder,Danish,FC København,24-02-85,1.84,William Kvist,DEN,8,M,Kjøbenhavns BK,8,80.0,2008
145,Torup,Danish,FC København,08-06-83,1.77,Morten  Nordstrand,DEN,9,F,FC Nordsjælland,9,70.0,2008
