,Birth Place,Country League,Current Club,Date of Birth,Height,Name,Nat,Number,Pos,Previous Club,Unnamed: 0,Weight,Year
358,Stavanger,Norwegian,Viking,22-02-85,"6'02""",Iven Austbø,,22,G,Randaberg,22,12  08,2007.0
359,Berlin,Norwegian,Viking,02-04-81,"5'10""",René Klingbeil,,23,D,Hamburg,23,12 00,2007.0
360,,Norwegian,Viking,05-10-89,,Martin Nordbø,,25,D,Jarl,25,,2007.0
361,Akureyri,Norwegian,Viking,27-05-88,"6'00""",Birkir Bjarnason,,28,M,Figgjo,28,11  07,2007.0
362,Stavanger,Norwegian,Viking,06-07-84,"5'06""",Jone Samuelsen,,99,M,Haugesund,41,10  08,2007.0
0,Ålesund,Norwegian,Aalesund,25-10-89,1.87,Sten Grytebust,NOR,1,G,None,1,86.0,2008.0
1,Oslo,Norwegian,Aalesund,25-02-78,1.78,Amund Skiri,NOR,2,D,Vålerenga,2,76.0,2008.0
2,Keflavik,Norwegian,Aalesund,14-12-81,1.89,Haraldur Gudmundsson,ISL,3,D,Keflavik,3,86.0,2008.0
3,Ålesund,Norwegian,Aalesund,17-05-83,1.78,Erlend Holm,NOR,5,M,Vigra,5,74.0,2008.0
4,Lørenskog,Norwegian,Aalesund,11-10-85,1.8,Øyvind Gram,NOR,6,M,Molde,6,70.0,2008.0
5,Ålesund,Norwegian,Aalesund,21-05-77,1.82,Trond Fredriksen,NOR,7,M,Guard,7,75.0,2008.0
6,Ålesund,Norwegian,Aalesund,20-03-77,2.04,Tor Hogne Aarøy,NOR,8,F,Rosenborg,8,95.0,2008.0
7,Oslo,Norwegian,Aalesund,26-06-88,1.77,Glenn  Roberts,NOR,9,F,Vålerenga,9,82.0,2008.0
8,Uddevalle,Norwegian,Aalesund,15-06-79,1.75,Johan Arneng,SWE,10,M,Djurgårdens IF,10,75.0,2008.0
9,Ålesund,Norwegian,Aalesund,11-04-86,1.77,Thomas Pedersen,NOR,11,M,Herd,11,68.0,2008.0
10,Ålesund,Norwegian,Aalesund,31-08-87,1.86,Andreas Lie,NOR,12,G,Herd,12,82.0,2008.0
11,Uice,Norwegian,Aalesund,17-07-82,1.93,Nenad Novaković,SRB,13,G,Reggina,13,85.0,2008.0
12,Oslo,Norwegian,Aalesund,21-10-88,1.82,Jonathan Parr,NOR,14,M,Lyn,14,75.0,2008.0
13,Stockholm,Norwegian,Aalesund,21-03-79,1.86,Daniel Arnefjord,SWE,15,D,AIK,15,80.0,2008.0
14,Valga,Norwegian,Aalesund,18-11-84,1.76,Enar  Jääger,EST,16,D,Torpedo Moscow,16,73.0,2008.0
15,Oslo,Norwegian,Aalesund,18-11-73,1.84,Lasse Olsen,NOR,17,F,Strømsgodset,17,83.0,2008.0
16,Ålesund,Norwegian,Aalesund,26-07-75,1.73,Karl Oskar Fjørtoft,NOR,18,M,Hammarby,18,64.0,2008.0
17,Nordfjordeid,Norwegian,Aalesund,17-01-90,1.82,Peter Orry Larsen,NOR,19,M,Skavøypoll,19,74.0,2008.0
18,Kingston,Norwegian,Aalesund,18-01-81,1.85,Khari Stephenson,JAM,20,M,AIK,20,85.0,2008.0
19,Oslo,Norwegian,Aalesund,24-11-86,1.85,Alexander Mathisen,NOR,21,M,Vålerenga,21,75.0,2008.0
20,Ljubljana,Norwegian,Aalesund,22-06-79,1.78,Denis Selimovič,SVN,22,M,Primorje,22,72.0,2008.0
21,Ålesund,Norwegian,Aalesund,07-06-84,1.81,Thomas Gjørtz,NOR,23,D,None,23,77.0,2008.0
22,Pleasant  Hills,Norwegian,Aalesund,27-05-78,1.96,Adin  Brown,USA,24,G,New England Revolution,24,100.0,2008.0
23,Foz du Iguaçu,Norwegian,Aalesund,24-01-85,1.81,Diego Silva,BRA,25,F,Londrina,25,78.0,2008.0
24,Ålesund,Norwegian,Aalesund,01-07-90,1.88,Jonatan  Tollås,NOR,26,D,None,26,80.0,2008.0
25,Helsinki,Norwegian,Aalesund,10-04-79,1.8,Peter Kopteff,FIN,33,M,FC Utrecht,33,81.0,2008.0
26,Tallinn,Norwegian,Bodø/Glimt,14-05-80,1.91,Pavel Londak,EST,1,G,Flora Tallinn,1,81.0,2008.0
27,Kirkenes,Norwegian,Bodø/Glimt,04-09-76,1.8,Vegard Sannes,NOR,2,F,Alta,2,76.0,2008.0
28,Levanger,Norwegian,Bodø/Glimt,09-01-83,1.93,Per Verner Vågan Rønning,NOR,3,D,AIK,3,85.0,2008.0
29,Egersund,Norwegian,Bodø/Glimt,05-05-86,1.85,Johan Lædre Bjørdal,NOR,4,D,Viking,4,80.0,2008.0
30,Monrovia,Norwegian,Bodø/Glimt,12-11-83,1.77,Willis Forko,LBR,5,D,Vancouver Whitecaps,5,76.0,2008.0
31,Sandnessjøen,Norwegian,Bodø/Glimt,21-10-76,1.85,Stian Theting,NOR,6,M,Skeid,6,82.0,2008.0
32,Bodø,Norwegian,Bodø/Glimt,07-10-70,1.8,Runar Berg,NOR,7,M,Venezia,7,72.0,2008.0
33,Harstad,Norwegian,Bodø/Glimt,02-02-79,1.85,Olav Råstad,NOR,8,M,Tromsø,8,80.0,2008.0
34,São Paulo,Norwegian,Bodø/Glimt,04-09-76,1.83,Thiago Martins,BRA,9,F,Colorado Rapids,9,84.0,2008.0
35,Oslo,Norwegian,Bodø/Glimt,28-12-71,1.77,Jan-Derek Sørensen,NOR,10,M,Vålerenga,10,75.0,2008.0
36,Nador,Norwegian,Bodø/Glimt,01-02-85,1.77,Mounir Hamoud,NOR,11,M,Lyn,11,69.0,2008.0
37,Bodø,Norwegian,Bodø/Glimt,21-09-76,1.86,Jonas Ueland Kolstad,NOR,12,G,Florida Atlantic University,12,87.0,2008.0
38,Ulricehamn,Norwegian,Bodø/Glimt,23-08-82,1.82,Daniel Blomgren,SWE,14,D,GAIS,14,71.0,2008.0
39,Bodø,Norwegian,Bodø/Glimt,16-09-83,1.75,Thomas Jacobsen,NOR,15,M,Innstranden,15,74.0,2008.0
40,Svolvær,Norwegian,Bodø/Glimt,13-06-72,1.78,Stig Johansen,NOR,16,F,Southampton,16,78.0,2008.0
41,Steigen,Norwegian,Bodø/Glimt,04-12-86,1.83,Ruben Imingen,NOR,17,D,Fauske/Spirit,17,72.0,2008.0
42,Bodø,Norwegian,Bodø/Glimt,17-05-78,1.77,Christian Berg,NOR,18,M,Fredrikstad,18,75.0,2008.0
43,Bodø,Norwegian,Bodø/Glimt,28-08-79,1.91,Håvard Sakariassen,NOR,19,F,Bryne,19,90.0,2008.0
44,Tromsø,Norwegian,Bodø/Glimt,05-02-84,1.73,Trond Olsen,NOR,20,F,Lillestrøm,20,70.0,2008.0
45,,Norwegian,Bodø/Glimt,15-12-83,,Robert Vikestad,NOR,21,F,Ranheim,21,,2008.0
46,Oslo,Norwegian,Bodø/Glimt,14-01-82,,Even Iversen,NOR,22,D,Oslo Øst,22,,2008.0
47,Bodø,Norwegian,Bodø/Glimt,18-07-90,1.85,Anders Konradsen,NOR,23,M,None,23,79.0,2008.0
48,Kvæfjord,Norwegian,Bodø/Glimt,24-06-83,1.91,Ivar Andreas Forn,NOR,25,G,Harstad,25,85.0,2008.0
49,Akureyri,Norwegian,Bodø/Glimt,27-05-88,1.82,Birkir Bjarnason,ISL,26,M,Viking,26,73.0,2008.0
50,Vardø,Norwegian,Bodø/Glimt,08-01-91,1.82,Stefan Johansen,NOR,27,F,None,27,78.0,2008.0
51,Kehtna,Norwegian,Bodø/Glimt,12-02-84,1.82,Alo Bärengrub,EST,28,D,Flora Tallinn,28,76.0,2008.0
52,Trondheim,Norwegian,Bodø/Glimt,16-07-85,,Thommas Rønning,NOR,29,M,Strindheim,29,,2008.0
53,Bergen,Norwegian,Brann,19-08-83,1.86,Johan Thorbjørnsen,NOR,1,G,None,1,78.0,2008.0
54,Reykjavik,Norwegian,Brann,11-11-84,1.87,Birkir Már Sævarsson,ISL,2,D,Valur,2,81.0,2008.0
55,Bergen,Norwegian,Brann,17-04-78,1.83,Bjørn Dahl,NOR,3,D,Viking,3,80.0,2008.0
56,Bergen,Norwegian,Brann,06-08-75,1.8,Cato Guntveit,NOR,4,D,Aberdeen,4,78.0,2008.0
57,Clarendon,Norwegian,Brann,01-06-85,1.8,Rodolph Austin,JAM,5,M,Portmore U,5,78.0,2008.0
58,Nordfjordeid,Norwegian,Brann,09-08-81,1.89,Azar Karadaş,NOR,6,F,Benfica,6,86.0,2008.0
59,Nador,Norwegian,Brann,18-04-77,1.81,Hassan  El Fakiri,NOR,7,M,B Mönchengladbach,7,74.0,2008.0
60,Reykjavik,Norwegian,Brann,27-10-78,1.81,Gylfi Einarsson,ISL,8,M,Leeds U,8,81.0,2008.0
61,Arendal,Norwegian,Brann,19-04-81,1.83,Jan Gunnar Solli,NOR,9,M,Rosenborg,9,83.0,2008.0
62,Banjul,Norwegian,Brann,26-06-79,1.88,Njodu  Demba-Nyrén,GAM,10,F,Esbjerg,10,80.0,2008.0
63,Hamar,Norwegian,Brann,05-02-84,1.81,Petter Vaagan Moen,NOR,11,M,HamKam,11,76.0,2008.0
64,Odda,Norwegian,Brann,11-06-82,1.87,Håkon Opdal,NOR,12,G,Odda,12,89.0,2008.0
65,Bærum,Norwegian,Brann,05-09-84,1.86,Erik Huseklepp,NOR,13,M,Fyllingen,13,75.0,2008.0
66,Bwiam,Norwegian,Brann,31-12-88,1.88,Tijan  Jaiteh,GAM,14,M,Gambia Ports Authority,14,75.0,2008.0
67,Bergen,Norwegian,Brann,28-01-81,1.89,Erlend Hanstveit,NOR,15,D,Osterøy,15,81.0,2008.0
68,Sogndal,Norwegian,Brann,13-09-77,1.88,Eirik Bakke,NOR,17,M,Leeds U,17,80.0,2008.0
69,Grindavík,Norwegian,Brann,15-05-75,1.88,Ólafur Örn Bjarnason,ISL,18,D,Grindavík,18,82.0,2008.0
70,Alta,Norwegian,Brann,22-06-82,1.78,Trond Fredrik Ludvigsen,NOR,20,F,Bodø/Glimt,20,73.0,2008.0
71,Akureyri,Norwegian,Brann,07-10-80,1.8,Kristjan Ørn Sigurdsson,ISL,21,D,KR,21,80.0,2008.0
72,Kristiansand,Norwegian,Brann,02-07-83,1.93,Kenneth Udjus,NOR,24,G,Arendal,24,87.0,2008.0
73,Bergen,Norwegian,Brann,07-07-88,1.95,Yaw Ihle Amankwah,NOR,25,D,Fana,25,85.0,2008.0
74,Bergen,Norwegian,Brann,16-05-91,1.76,Matias Møvik,NOR,27,F,None,27,79.0,2008.0
75,Hafnarfjörður,Norwegian,Brann,07-01-81,1.96,Ármann Smári Björnsson,ISL,28,F,FH,28,90.0,2008.0
76,Stord,Norwegian,Brann,06-02-89,1.91,Tore Kannelønning,NOR,29,M,None,29,77.0,2008.0
77,Bergen,Norwegian,Brann,05-09-91,1.85,Jørgen Mohus,NOR,36,G,None,36,79.0,2008.0
78,East Kilbride,Norwegian,Brann,04-11-74,1.8,Robbie Winters,SCO,77,F,Aberdeen,41,75.0,2008.0
79,Grimstad,Norwegian,Fredrikstad,22-01-85,1.84,Tommy Runar,NOR,1,G,Start,1,70.0,2008.0
80,Askim,Norwegian,Fredrikstad,25-04-75,1.81,Pål André Czwartek,NOR,2,D,Moss,2,77.0,2008.0
81,Stockholm,Norwegian,Fredrikstad,27-04-81,1.87,Patrik Gerrbrand,SWE,3,D,Leicester  C,3,81.0,2008.0
82,Råde,Norwegian,Fredrikstad,11-03-81,1.82,Vidar Martinsen,NOR,4,D,Moss,4,80.0,2008.0
83,,Norwegian,Fredrikstad,14-02-88,1.83,Agim  Shabani,NOR,5,D,Trosvik,5,70.0,2008.0
84,Fredrikstad,Norwegian,Fredrikstad,08-08-76,1.78,Hans Erik Ramberg,NOR,6,M,Moss,6,74.0,2008.0
85,Cloncurry,Norwegian,Fredrikstad,16-08-77,1.8,Kasey Wehrman,AUS,7,M,Lillestrøm,7,80.0,2008.0
86,Pärnu,Norwegian,Fredrikstad,11-07-79,1.9,Raio Piiroja,EST,9,D,Flora Tallinn,9,80.0,2008.0
87,Accra,Norwegian,Fredrikstad,10-07-89,1.72,Dominic Adiyiah,GHA,10,F,Heart of Lions,10,71.0,2008.0
88,Ponta Grossa,Norwegian,Fredrikstad,06-01-86,1.81,Éverton,BRA,11,F,Adap Galo Maringá,11,71.0,2008.0
89,Skiptvet,Norwegian,Fredrikstad,01-01-88,1.9,Lasse  Staw,NOR,12,G,Borg  Fotball,12,87.0,2008.0
90,Greåker,Norwegian,Fredrikstad,08-11-74,1.79,Raymond Kvisvik,NOR,14,M,Brann,14,79.0,2008.0
91,Sarpsborg,Norwegian,Fredrikstad,04-05-88,1.8,Joachim Thomassen,NOR,15,M,Sparta,15,71.0,2008.0
92,Fredrikstad,Norwegian,Fredrikstad,26-07-89,1.77,Martin  Elvestad,NOR,16,M,None,16,67.0,2008.0
93,Cerquilho,Norwegian,Fredrikstad,29-10-86,1.83,Fernando Wallace,BRA,17,D,Sheriff Tiraspol,17,72.0,2008.0
94,,Norwegian,Fredrikstad,18-01-79,1.86,Andreas Tegström,SWE,19,F,Sandefjord,19,82.0,2008.0
95,Djakovica,Norwegian,Fredrikstad,20-06-81,1.72,Ardian Gashi,NOR,21,F,Brann,21,69.0,2008.0
96,Stockholm,Norwegian,Fredrikstad,23-06-80,1.94,Daniel Örlund,SWE,22,G,AIK,22,93.0,2008.0
97,Orkanger,Norwegian,Fredrikstad,25-03-77,1.89,Jan Tore Ophaug,NOR,24,D,Odense,24,86.0,2008.0
98,Halden,Norwegian,Fredrikstad,16-09-87,1.96,Erik Bråthen,NOR,25,G,Lørenskog,25,94.0,2008.0
99,Garðabær,Norwegian,Fredrikstad,01-04-80,1.9,Garðar Jóhannsson,ISL,27,F,Valur,27,87.0,2008.0
100,,Norwegian,Fredrikstad,25-02-88,1.66,Christian Halvorsen,NOR,28,D,Rolvsøy,28,62.0,2008.0
101,Fredrikstad,Norwegian,Fredrikstad,28-12-89,1.84,Michael Trulsen,NOR,29,F,None,29,75.0,2008.0
102,Örebro,Norwegian,Fredrikstad,04-09-77,1.72,Abgar Barsom,SWE,77,M,Örebro SK,41,73.0,2008.0
103,Lunner,Norwegian,HamKam,13-02-75,1.9,Ivar Rønningen,NOR,1,G,Rosenborg,1,90.0,2008.0
104,,Norwegian,HamKam,16-07-77,1.82,Håkan Malmström,SWE,2,D,IF Brommapojkarna,2,78.0,2008.0
105,Gent,Norwegian,HamKam,29-12-76,1.75,Steve  Cooreman,BEL,3,M,KAA Gent,3,74.0,2008.0
106,,Norwegian,HamKam,04-11-80,1.87,Frode Bjørnevik,NOR,4,D,Eidsvold Turn,4,82.0,2008.0
107,Kemi,Norwegian,HamKam,16-11-76,1.87,Juha Pasoja,FIN,5,D,FC Haka,5,87.0,2008.0
108,Skjetten,Norwegian,HamKam,20-02-77,1.78,Marius Gullerud,NOR,6,M,Kongsvinger,6,68.0,2008.0
109,Lillehammer,Norwegian,HamKam,28-07-79,1.78,Vegard Bjerke,NOR,7,D,Moelven,7,72.0,2008.0
110,Årdalstangen,Norwegian,HamKam,10-05-80,1.88,Tommy Øren,NOR,8,F,Sogndal,8,81.0,2008.0
111,Mjällby,Norwegian,HamKam,05-05-76,1.9,Markus Ringberg,SWE,9,F,Fredrikstad,9,88.0,2008.0
112,Lagos,Norwegian,HamKam,05-12-84,1.82,Oluwasegun Abiodun,NGA,10,F,Al Whada,10,81.0,2008.0
113,Konya,Norwegian,HamKam,11-10-85,1.84,Adem Güven,NOR,11,F,Raufoss,11,76.0,2008.0
114,Helsinki,Norwegian,HamKam,29-01-86,1.96,Jon Masalin,FIN,12,G,Notodden,12,91.0,2008.0
115,Kristiansand,Norwegian,HamKam,14-12-76,1.96,Knut Henry Haraldsen,NOR,14,D,Westerlo,14,86.0,2008.0
116,Kigali,Norwegian,HamKam,25-05-83,1.88,Olivier Karekezi,RWA,15,F,Helsingborgs IF,15,82.0,2008.0
117,Belgrade,Norwegian,HamKam,30-04-84,1.92,Srdjan Uroević,SRB,16,M,Esteghlal,16,84.0,2008.0
118,Nittedal,Norwegian,HamKam,29-07-86,1.91,Arnar Førsund,NOR,17,D,Vålerenga,17,81.0,2008.0
119,Hamar,Norwegian,HamKam,24-03-88,1.82,John Anders Rise,NOR,18,D,Moelven,18,72.0,2008.0
120,Nantes,Norwegian,HamKam,28-11-70,1.82,Jan Michaelsen,DEN,19,M,Panathinaikos,19,77.0,2008.0
121,Moelv,Norwegian,HamKam,23-06-87,,Truls Jevne Hagen,NOR,21,M,Moelven,21,,2008.0
122,Eidsvoll,Norwegian,HamKam,15-10-76,1.74,Tom  Kristoffersen,NOR,23,D,Eidsvold Turn,23,74.0,2008.0
123,Dokka,Norwegian,HamKam,11-02-79,1.86,Joachim Sørum,NOR,24,D,Lillehammer,24,80.0,2008.0
124,Hamar,Norwegian,HamKam,08-06-90,1.8,Marcus Pedersen,NOR,25,F,None,25,79.0,2008.0
125,Gjøvik,Norwegian,HamKam,09-03-76,1.79,Pål Strand,NOR,26,M,Lillestrøm,26,80.0,2008.0
126,Campinas,Norwegian,HamKam,19-07-80,1.88,Léo,BRA,28,F,SCR Altach,28,80.0,2008.0
127,Trondheim,Norwegian,HamKam,08-11-71,1.84,Svein-Inge Haagenrud,NOR,30,G,Romerike,30,81.0,2008.0
128,Split,Norwegian,HamKam,07-06-82,1.84,Ante Vitaić,CRO,33,M,NK Osijek,33,79.0,2008.0
129,Valkeakoski,Norwegian,Lillestrøm,30-11-81,1.89,Otto  Fredikson,FIN,1,G,B  Mönchengladbach,1,85.0,2008.0
130,Kristiansand,Norwegian,Lillestrøm,06-06-75,1.8,Steinar Pedersen,NOR,2,D,Start,2,80.0,2008.0
131,Tromsø,Norwegian,Lillestrøm,02-04-84,1.85,Eirik  Bertheussen,NOR,4,D,Tromsdalen,4,85.0,2008.0
132,Oslo,Norwegian,Lillestrøm,08-01-79,1.8,John Anders Bjørkøy,NOR,5,M,Fredrikstad,5,74.0,2008.0
133,Trondheim,Norwegian,Lillestrøm,07-07-71,1.79,Ståle Stensaas,NOR,6,D,Lyn,6,75.0,2008.0
134,Lørenskog,Norwegian,Lillestrøm,10-10-79,1.83,Espen Søgård,NOR,7,M,Fet,7,72.0,2008.0
135,Levanger,Norwegian,Lillestrøm,21-04-72,1.87,Vidar Riseth,NOR,9,D,Rosenborg,9,81.0,2008.0
136,Ålesund,Norwegian,Lillestrøm,21-06-83,1.74,Bjørn  Helge Riise,NOR,10,M,Standard  Liège,10,70.0,2008.0
137,Ulsteinvik,Norwegian,Lillestrøm,08-07-85,1.72,Magnus Myklebust,NOR,11,F,Hødd,11,72.0,2008.0
138,Tjørvåg,Norwegian,Lillestrøm,12-11-78,1.94,Lars Ivar Moldskred,NOR,12,G,Molde,12,93.0,2008.0
139,Oslo,Norwegian,Lillestrøm,17-01-78,1.94,Frode Kippe,NOR,13,D,Liverpool,13,90.0,2008.0
140,Sarpsborg,Norwegian,Lillestrøm,17-03-81,1.81,Simen Brenne,NOR,14,M,Fredrikstad,14,80.0,2008.0
141,Kristiansand,Norwegian,Lillestrøm,28-08-81,1.85,Marius Johnsen,NOR,15,M,Start,15,81.0,2008.0
142,Sandefjord,Norwegian,Lillestrøm,10-12-80,1.81,Jon Midttun Lie,NOR,17,F,Start,17,80.0,2008.0
143,Ålesund,Norwegian,Lillestrøm,17-04-78,1.9,Arild Sundgot,NOR,18,F,Hødd,18,85.0,2008.0
144,Mogadishu,Norwegian,Lillestrøm,01-06-86,1.85,Ciise Abshir,SOM,19,F,Pietà Hotspurs,19,76.0,2008.0
145,Linz,Norwegian,Lillestrøm,21-04-79,1.81,Markus Kiesenebner,AUT,20,M,Austria Vienna,20,78.0,2008.0
146,Meaux-Paris,Norwegian,Lillestrøm,29-07-79,1.82,Karim Essediri,TUN,21,F,Rosenborg,21,78.0,2008.0
147,Lillestrøm,Norwegian,Lillestrøm,19-05-82,1.88,Pål Steffen Andreassen,NOR,23,D,None,23,80.0,2008.0
148,Tunis,Norwegian,Lillestrøm,13-02-81,1.78,Khaled  Mouelhi,TUN,25,M,Club Africain,25,72.0,2008.0
149,,Norwegian,Lillestrøm,17-08-87,,Dan Alberto Fellus,NOR,27,F,Gjøvik/Lyn,27,,2008.0
150,,Norwegian,Lillestrøm,21-02-90,,Lars Sutterud,NOR,29,G,Bjerke,29,,2008.0
151,Brossard,Norwegian,Lillestrøm,23-10-81,1.86,Olivier Occean,CAN,30,F,Odd,30,86.0,2008.0
152,Philadelphia,Norwegian,Lyn,31-01-77,1.87,Eddie Gustafsson,SWE,1,G,HamKam,1,83.0,2008.0
153,Malmö,Norwegian,Lyn,12-05-80,1.8,Jimmy Tamandi,SWE,2,D,AIK,2,77.0,2008.0
154,Atherton,Norwegian,Lyn,12-01-80,1.77,Shane Stefanutto,AUS,3,D,Lillestrøm,3,78.0,2008.0
155,Reykjavik,Norwegian,Lyn,12-10-81,1.84,Indriði  Sigurðsson,ISL,4,D,KR,4,82.0,2008.0
156,Montevideo,Norwegian,Lyn,15-01-81,1.78,Juan Silva Cerón,URU,5,M,Peñarol,5,77.0,2008.0
157,Stord,Norwegian,Lyn,17-03-83,1.9,Christian Brink,NOR,6,D,Sogndal,6,90.0,2008.0
158,Szczecin,Norwegian,Lyn,25-06-85,1.84,Tomasz Sokolowski,NOR,7,M,Asker,7,70.0,2008.0
159,Reykjavik,Norwegian,Lyn,04-03-87,1.83,Teddy  Bjarnason,ISL,8,M,Celtic,8,75.0,2008.0
160,La Plata,Norwegian,Lyn,04-06-88,1.88,Lucas Pratto,ARG,9,F,Boca Juniors,9,87.0,2008.0
161,Montevideo,Norwegian,Lyn,26-07-84,1.68,Diego Guastavino,URU,11,M,River Plate [URU],11,66.0,2008.0
162,,Norwegian,Lyn,09-04-82,2.03,Kjell Petter Oppheim,NOR,12,G,Mangelrud Star,12,98.0,2008.0
163,Oslo,Norwegian,Lyn,14-07-82,1.8,Kim Holmen,NOR,14,F,Lørenskog,14,78.0,2008.0
164,Oslo,Norwegian,Lyn,15-12-88,1.78,Erling Knudtzon,NOR,15,M,Ullern,15,72.0,2008.0
165,Larvik,Norwegian,Lyn,20-11-81,1.72,Espen Hoff,NOR,16,F,Odd,16,70.0,2008.0
166,Oslo,Norwegian,Lyn,12-03-89,1.82,Kim André Madsen,NOR,17,D,Grei,17,74.0,2008.0
167,Mjøndalen,Norwegian,Lyn,10-10-87,1.83,Bjarne Kortgaard Ingebretsen,NOR,18,M,Mjøndalen,18,75.0,2008.0
168,Abidjan,Norwegian,Lyn,20-09-87,1.82,Davy Claude Angan,CIV,19,F,ES Bingerville,19,75.0,2008.0
169,Oslo,Norwegian,Lyn,21-10-88,1.94,Mads Dahm,NOR,21,D,Korsvoll,21,87.0,2008.0
170,Oslo,Norwegian,Lyn,18-12-73,1.88,Tommy Berntsen,NOR,22,D,Eintracht Frankfurt,22,85.0,2008.0
171,Ålesund,Norwegian,Lyn,28-06-83,1.8,Lars Kristian Eriksen,NOR,23,D,Aalesund,23,74.0,2008.0
172,Trollhättan,Norwegian,Lyn,08-09-86,1.9,Johan Dahlin,SWE,24,G,Trollhättan,24,90.0,2008.0
173,Owerri,Norwegian,Lyn,15-05-86,1.83,Paul Obiefule,NGA,25,M,Viborg,25,76.0,2008.0
174,,Norwegian,Lyn,09-07-88,1.75,Endre Fotland Knudsen,NOR,26,M,Sagene,26,70.0,2008.0
175,Oslo,Norwegian,Lyn,13-07-88,1.78,Magne Simonsen,NOR,27,M,Slemmestad,27,70.0,2008.0
176,Reykjavík,Norwegian,Lyn,16-03-91,1.92,Arnar Darri Petursson,ISL,30,G,Stjarnan,30,84.0,2008.0
177,,Norwegian,Molde,27-04-78,1.94,Knut Dørum Lillebakk,NOR,1,G,None,1,80.0,2008.0
178,Levanger,Norwegian,Molde,03-06-81,1.77,Kristoffer Paulsen Vatshaug,NOR,2,D,Start,2,74.0,2008.0
179,Buchanan,Norwegian,Molde,13-07-78,1.91,Marcus Andreassen,SWE,3,D,Bryne,3,91.0,2008.0
180,Oslo,Norwegian,Molde,19-02-81,1.81,Thomas Holm,NOR,4,M,Vålerenga,4,77.0,2008.0
181,Åndalsnes,Norwegian,Molde,18-03-77,1.78,Øyvind Gjerde,NOR,5,D,Aalesund,5,74.0,2008.0
182,Molde,Norwegian,Molde,30-07-75,1.84,Daniel Berg Hestad,NOR,6,M,SC Heerenveen,6,78.0,2008.0
183,,Norwegian,Molde,22-06-78,1.83,Thomas Mork,NOR,7,M,Grykameratene,7,79.0,2008.0
184,Helsinki,Norwegian,Molde,16-02-83,1.89,Toni Koskela,FIN,8,M,KooTeePee,8,84.0,2008.0
185,Stockholm,Norwegian,Molde,25-02-83,1.78,Mattias Moström,SWE,9,M,AIK,9,70.0,2008.0
186,Averøy,Norwegian,Molde,13-10-80,1.86,Magne Hoseth,NOR,10,M,Vålerenga,10,80.0,2008.0
187,Pensacola,Norwegian,Molde,12-01-78,1.86,Brian Waltrip,USA,13,F,Sogndal,13,83.0,2008.0
188,Trondheim,Norwegian,Molde,02-07-77,1.91,Christian Steen,NOR,14,D,Tromsø,14,90.0,2008.0
189,Åndalsnes,Norwegian,Molde,15-05-87,1.74,Aksel Berget Skjølsvik,NOR,15,M,Rosenborg,15,73.0,2008.0
190,,Norwegian,Molde,25-08-90,1.85,Frederik Samdal Solberg,NOR,16,D,None,16,80.0,2008.0
191,São Paulo,Norwegian,Molde,25-07-78,1.81,Valter Tomaz Jr,BRA,18,D,Örgryte IS,18,70.0,2008.0
192,São Paulo,Norwegian,Molde,10-05-79,1.86,José Mota,BRA,19,F,Aalborg,19,79.0,2008.0
193,Levanger,Norwegian,Molde,24-05-87,1.81,Rune Ertsås,NOR,20,F,Steinkjer,20,73.0,2008.0
194,,Norwegian,Molde,,,Souhaieb El Amari,TUN,21,M,,21,,2008.0
195,Kopervik,Norwegian,Molde,24-06-83,1.94,Jan Kjell Larsen,NOR,22,G,Haugesund,22,94.0,2008.0
196,Molde,Norwegian,Molde,17-07-85,1.77,Knut Olav Rindarøy,NOR,23,D,Gossen,23,74.0,2008.0
197,Trondheim,Norwegian,Molde,16-02-88,1.86,Vegard Forren,NOR,24,D,KIL/Hemne,24,85.0,2008.0
198,,Norwegian,Molde,,,Ronny Farstad Fredriksen,NOR,26,M,None,26,,2008.0
199,,Norwegian,Molde,18-01-90,,Kristoffer Hildrestrand,NOR,27,M,None,27,,2008.0
200,Bujumbura,Norwegian,Molde,18-03-87,,Selemani Ndikumana,BDI,29,F,Simba SC,29,,2008.0
201,Ålesund,Norwegian,Molde,26-04-90,1.83,Elias Valderhaug,NOR,30,G,None,30,77.0,2008.0
202,Dakar,Norwegian,Molde,16-12-87,1.85,Mame Biram Diouf,SEN,32,F,ASC les Jaraaf,32,76.0,2008.0
203,Dakar,Norwegian,Molde,04-04-86,1.86,Pape Pate Diouf,SEN,42,F,Rufusque,41,76.0,2008.0
204,Trondheim,Norwegian,Rosenborg,06-10-82,1.97,Alexander Lund Hansen,NOR,1,G,Nardo,1,89.0,2008.0
205,Umeå,Norwegian,Rosenborg,13-12-86,1.89,Mikael Lustig,SWE,2,D,GIF Sundsvall,2,77.0,2008.0
206,Lidingö,Norwegian,Rosenborg,06-10-81,1.82,Mikael Dorsin,SWE,3,D,CFR Cluj,3,78.0,2008.0
207,Accra,Norwegian,Rosenborg,21-07-86,1.75,Anthony Annan,GHA,4,M,Start,4,68.0,2008.0
208,Oslo,Norwegian,Rosenborg,01-08-72,1.89,Christer Basma,NOR,5,D,Stabæk,5,75.0,2008.0
209,Trondheim,Norwegian,Rosenborg,02-02-70,1.79,Roar Strand,NOR,6,M,Nardo,6,79.0,2008.0
210,Pritina,Norwegian,Rosenborg,29-07-85,1.85,Besart  Berisha,ALB,7,F,Burnley,7,76.0,2008.0
